Negative,Polarity,Positive,Subjectivity,author,content,description,publishedAt,source,title,url,urlToImage
0.0,0.0,0.0,0.0,,"Your usage has been flagged as a violation of our terms of service. For inquiries related to this message please contact support. For sales inquiries, please visit http://www.bloomberg.com/professional/request-demo If you believe this to be in error, please c… [+280 chars]",,2018-09-27T16:01:00Z,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Ford Motor Asks for 'Certainty' From Trump Administration Trade Chief,https://www.bloomberg.com/tosv2.html?vid=&uuid=25da8ed0-c276-11e8-9b74-8369abf080a3&url=L25ld3MvYXJ0aWNsZXMvMjAxOC0wOS0yNy9mb3JkLWFza3MtZm9yLWNlcnRhaW50eS1mcm9tLXRydW1wLWFkbWluaXN0cmF0aW9uLXRyYWRlLWNoaWVm,
1.0,-0.9999990000010001,0.0,0.028571427755102068,newsfeedback@fool.com (John Rosevear),"With a dividend yield around 6.6%, Ford Motor Company 's ( NYSE:F ) stock is showing up on the radar screens of investors looking for income. But as most investors know, a high dividend yield can be a warning sign : The stock might be cheap because the compan… [+4674 chars]",Ford's dividend makes its stock tempting -- and Ford has a plan to keep it that way.,2018-10-10T20:50:00Z,"{'id': None, 'name': 'Fool.com'}",Why Ford Motor Company’s 6.6% Dividend Isn’t Going Away,https://www.fool.com/investing/2018/10/10/why-ford-motor-companys-66-dividend-isnt-going-awa.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F496479%2Fmoney-in-jar-getty.jpg&h=630&w=1200&op=resize
0.0,0.9999996666667778,3.0,0.06122448854643901,Business Insider France,"After conducting a survey among 228,910 business school and engineering students, global research and consultancy firm, Universum, has just released a new ranking of the companies business and engineering students dream most of working for. Conducted in the 1… [+519 chars]","Reuters/Mark Blinch Universum has just released a new ranking, listing the companies business and engineering students dream most of working for. Generally, consumer goods companies, car manufacturers and banks attract students of business, engineering, and c…",2018-09-20T15:12:06Z,"{'id': 'business-insider', 'name': 'Business Insider'}",These are the 50 companies business school students most want to work for,https://www.businessinsider.com/the-top-50-companies-to-work-for-according-to-business-school-students-2018-9,https://amp.businessinsider.com/images/5ba397285c5e5223008b64d9-2732-1366.jpg
0.0,0.0,0.0,0.0,David Shepardson,"WASHINGTON (Reuters) - U.S. Commerce Secretary Wilbur Ross sees tens of thousands of jobs flowing back into the U.S. auto sector, especially among suppliers, thanks to the Trump administration’s new trade deal with Mexico and Canada, while industry executives… [+4806 chars]","U.S. Commerce Secretary Wilbur Ross sees tens of thousands of jobs flowing back into the U.S. auto sector, especially among suppliers, thanks to the Trump administration's new trade deal with Mexico and Canada, while industry executives and analysts are less …",2018-10-02T01:03:12Z,"{'id': 'reuters', 'name': 'Reuters'}",Trump administration says trade pact will bring auto jobs back to U.S.,https://www.reuters.com/article/us-trade-nafta-autos/trump-administration-says-trade-pact-will-bring-auto-jobs-back-to-u-s-idUSKCN1MC042,https://s4.reutersmedia.net/resources/r/?m=02&d=20181002&t=2&i=1310288745&w=1200&r=LYNXNPEE91029
2.0,-0.99999950000025,0.0,0.04347825992438566,,"General Motors and Honda have joined forces with the tech firm Cruise to develop autonomous vehicles as the race to market self-driving cars continues, the companies announced Wednesday. Japanese carmaker Honda has committed to invest about $2 billion over 12… [+1272 chars]","General Motors and Honda have joined forces with the tech firm Cruise to develop autonomous vehicles as the race to market self-driving cars continues, the companies announced Wednesday. Japanese carmaker Honda has committed to invest about $2 billion over 12…",2018-10-03T13:31:41Z,"{'id': None, 'name': 'Yahoo.com'}","GM, Cruise, Honda in partnership to develop autonomous vehicles",https://www.yahoo.com/news/gm-cruise-honda-partnership-develop-autonomous-vehicles-133141626.html,https://s.yimg.com/uu/api/res/1.2/bJWF5oBvWjp.6MHYHqxBng--~B/aD05MjY7dz0xODk2O3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en_US/News/US-AFPRelax/aaa_survey_reve.667c9112056.original.jpg
0.0,0.0,0.0,0.0,Adrienne Roberts,"Honda Motor Co. HMC 0.20% is investing $2.75 billion in General Motors Co.s GM -2.63% self-driving car unit, a move that comes as auto makers and technology giants scramble to plant stakes in a transportation landscape that is swiftly being reshaped by techno… [+2035 chars]","Honda is investing $2.75 billion in General Motors’s self-driving car unit, GM Cruise, in a move that comes as auto makers and technology giants scramble to plant stakes in a transportation landscape that is swiftly being reshaped by technology.",2018-10-03T12:34:23Z,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Honda to Invest $2.75 Billion in GM's Self-Driving Car Unit,https://www.wsj.com/articles/honda-to-invest-in-gms-self-driving-car-unit-gm-cruise-1538569503,https://images.wsj.net/im-29166/social
2.0,0.0,2.0,0.09302325365062201,Nick Kostov,"The news is a setback for WPP PLC, which counts Ford as a top client, and comes a few weeks after the ad-holding firm named a new chief executive. Ford began re-evaluating its marketing model months ago, including its relationship with WPP, which had worked w… [+1504 chars]","Ford Motor has appointed Omnicom Group’s BBDO as its lead creative agency after a competitive review, dealing a setback to WPP.",2018-10-08T19:06:46Z,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Ford Taps Omnicom's BBDO for Key Ad Role,https://www.wsj.com/articles/ford-taps-omnicoms-bbdo-as-its-lead-creative-ad-agency-1539023533,https://images.wsj.net/im-29902/social
8.0,-0.9999998750000157,0.0,0.15999999680000007,Reuters Editorial,"NEW YORK (Reuters) - Ford Motor Co ( F.N ) Chairman Bill Ford canceled a multi-stop trip to the Middle East, including a planned appearance at a Saudi investment conference this month, the company said on Sunday, the latest such cancellation after the disappe… [+381 chars]","Ford Motor Co Chairman Bill Ford canceled a multi-stop trip to the Middle East, including a planned appearance at a Saudi investment conference this month, the company said on Sunday, the latest such cancellation after the disappearance of Saudi journalist Ja…",2018-10-14T21:43:08Z,"{'id': 'reuters', 'name': 'Reuters'}",Ford Motor chairman cancels visit to Saudi investor conference,https://www.reuters.com/article/us-saudi-politics-dissident-ford/ford-motor-chairman-cancels-visit-to-saudi-investor-conference-idUSKCN1MO0VU,https://s2.reutersmedia.net/resources/r/?m=02&d=20181014&t=2&i=1314745979&w=1200&r=LYNXNPEE9D0QI
0.0,0.0,0.0,0.0,Nick Carey,"WARREN, Mich (Reuters) - Honda Motor Co Ltd ( 7267.T ) will invest $2.75 billion and take a 5.7 percent stake in General Motors Co’s ( GM.N ) Cruise self-driving vehicle unit, to jointly develop self-driving vehicles for deployment in ride services fleets aro… [+3933 chars]","Honda Motor Co Ltd <7267.T> will invest $2.75 billion and take a 5.7 percent stake in General Motors Co's Cruise self-driving vehicle unit, to jointly develop self-driving vehicles for deployment in ride services fleets around the world.",2018-10-03T15:31:44Z,"{'id': 'reuters', 'name': 'Reuters'}",Honda to invest $2.75 billion in GM's Cruise self-driving unit,https://www.reuters.com/article/us-gm-autonomous/honda-to-invest-2-75-billion-in-gms-cruise-self-driving-unit-idUSKCN1MD1GW,https://s1.reutersmedia.net/resources/r/?m=02&d=20181003&t=2&i=1310828076&w=1200&r=LYNXNPEE92152
1.0,0.49999987500003124,3.0,0.08333333159722227,Steven John,"The success story of Chick-fil-A, the most profitable fast-food chain in America on a per-location basis, began with a diner opened in the right place at the right time. In 1946, the late Chick-fil-A founder and longtime chair and CEO Samuel Truett Cathy open… [+4263 chars]",Chick-fil-A is celebrated for its peerless customer service that the company maintains thanks to dedicated support of its employees The privately held company has reported sales growth in every single year since its founding back in 1946. After a spat of cont…,2018-09-27T20:59:29Z,"{'id': 'business-insider', 'name': 'Business Insider'}",Chick-fil-A is one of the most profitable fast-food chains in the US — here's why they're so successful,https://www.businessinsider.com/why-chick-fil-a-is-successful-2018-9,https://amp.businessinsider.com/images/5bacf1ece55aa8d3088b456a-1334-667.jpg
1.0,-0.9999990000010001,0.0,0.017241379013079674,Bruce Brown,"The presidential fleet has a new pair of armored limos, according to the Detroit Free Press. Nicknamed by tradition “The Beast,” the two new 2018 Cadillacs appeared in an image on the U.S. Secret Service Twitter account September 24. “The Secret Service is re… [+2245 chars]","The U.S. Secret Service posted a photo of two new armored limos joining the presidential fleet. The Beast is a custom 2018 Cadillac that transverses the globe by airplane when needed, always accompanied by a second limo and an armored Chevrolet Suburban SUV t…",2018-09-27T17:38:19Z,"{'id': None, 'name': 'Digitaltrends.com'}",GM and U.S. Secret Service unveil new Cadillac Beast presidential limo,https://www.digitaltrends.com/cars/secret-service-cadillac-beast-presidential-limo/,https://icdn3.digitaltrends.com/image/cadillac-beast-1200x630-c-ar1.91.jpg
0.0,0.9999996666667778,3.0,0.06122448854643901,Steve Holland,WASHINGTON (Reuters) - President Donald Trump on Monday touted a new free trade deal with Canada and Mexico as a win for U.S. workers while investors breathed a sigh of relief that the key pillars of NAFTA had survived his hardball strategy to reshape global … [+6898 chars],President Donald Trump on Monday touted a new free trade deal with Canada and Mexico as a win for U.S. workers while investors breathed a sigh of relief that the key pillars of NAFTA had survived his hardball strategy to reshape global commerce.,2018-10-01T23:00:34Z,"{'id': 'reuters', 'name': 'Reuters'}","Trump hails Canada, Mexico trade pact as win for U.S. workers",https://www.reuters.com/article/us-trade-nafta/trump-hails-canada-mexico-trade-pact-as-win-for-u-s-workers-idUSKCN1MB28G,https://s2.reutersmedia.net/resources/r/?m=02&d=20181001&t=2&i=1310090923&w=1200&r=LYNXNPEE901WC
3.0,-0.199999960000008,2.0,0.16666666111111128,newsfeedback@fool.com (Daniel Miller),One trump card Ford Motor Co. ( NYSE:F ) has had up its sleeve since the Great Recession is Ford Credit. Because the automaker drove through the financial crisis without needing a government bailout -- thanks to $23.6 billion in loans secured prior to that by… [+5584 chars],How safe is the automaker's attractive payout?,2018-09-21T13:17:00Z,"{'id': None, 'name': 'Fool.com'}",This Issue Could Kill Ford Motor Co.'s Juicy 6% Dividend Yield,https://www.fool.com/investing/2018/09/21/this-issue-could-kill-ford-motor-cos-juicy-6-divid.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F492553%2Fgettyimages-657556762.jpg&h=630&w=1200&op=resize
2.0,-0.99999950000025,0.0,0.05555555401234573,"USA TODAY, Nathan Bomey, USA TODAY","There is a good time to buy a car so that you save the most money, according to car experts. Sean Dowling (@seandowlingtv) has more. Buzz60 Automakers are announcing new-car sales for September. (Photo: travelif / Getty Images) Several major automakers report… [+3705 chars]","Several major automakers reported U.S. sales declines for September, compared to a year earlier, when Hurricane Harvey victims replaced their cars.",2018-10-02T14:20:22Z,"{'id': 'usa-today', 'name': 'USA Today'}","Toyota, Nissan, Ford car sales plummeted in September as SUVs reign",https://www.usatoday.com/story/money/cars/2018/10/02/september-auto-sales/1457549002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,https://www.gannett-cdn.com/-mm-/b2b05a4ab25f4fca0316459e1c7404c537a89702/c=0-0-1365-768/local/-/media/2018/09/26/USATODAY/usatsports/247WallSt.com-247WS-495124-imageforentry2237.jpg?width=3200&height=1680&fit=crop
2.0,0.0,2.0,0.09090908884297526,"David Kiley, Contributor, David Kiley, Contributor https://www.forbes.com/sites/davidkiley5/","Share to facebook Share to twitter Share to linkedin Ford has tapped BBDO as it new global ad agency, replacing WPP's GTB Ford.com Ad agency BBDO shocked Madison Avenue, Wall Street and even many inside Ford Motor Company all at once by being named the automa… [+13870 chars]","Ford Motor. Co has made a surprise move, choosing BBDO as its lead global ad agency, replacing WPP, which has handled it for 75 years.",2018-10-09T01:18:00Z,"{'id': None, 'name': 'Forbes.com'}",Ford Shocks Madison Avenue and Chooses BBDO To Lead Ad Biz,https://www.forbes.com/sites/davidkiley5/2018/10/08/ford-shocks-madison-avenue-and-chooses-bbdo-to-lead-ad-biz/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fblogs-images.forbes.com%2Fdavidkiley5%2Ffiles%2F2018%2F10%2Fford2-e1539047440625.jpg
2.0,0.0,2.0,0.09302325365062201,"USA TODAY, Nathan Bomey, USA TODAY","According to a recent AAA study, drivers dont fully understand the limitations of advanced safety technology installed in newer vehicles. USA TODAY 2018 Honda Pilot. (Photo: HONDA) Shoppers continued to flock to SUVs, crossovers and pickup trucks in September… [+3278 chars]","Here are five of the hottest-selling vehicles in the U.S. in September, based on a subjective assessment of sales, momentum and buzz.",2018-10-02T18:37:40Z,"{'id': 'usa-today', 'name': 'USA Today'}","5 hottest-selling vehicles: Honda, Jeep, Lincoln SUVs attract buyers in September",https://www.usatoday.com/story/money/cars/2018/10/02/september-cars/1457717002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/08/30/USAT/b86b7443-3a00-4be7-80cb-b4cdd2be2641-2018_Toyota_Tacoma.jpg?crop=3721,2083,x0,y0&width=3200&height=1680&fit=bounds"
4.0,-0.599999880000024,1.0,0.10204081424406503,,"By Ben Klayman DEARBORN, Mich. (Reuters) - With its stock trading near a 6-year low late last month, Ford Motor Co CEO Jim Hackett gathered the automaker's top 300 executives near its headquarters in Michigan for a global leadership meeting. Hackett's message… [+5711 chars]","Hackett's message: Ford must put in motion plans to restructure its business now in order to secure promised costs savings, Ford executives present at the meeting said. A key part of that plan to save money calls for Ford to deepen partnerships with other aut…",2018-09-26T14:21:30Z,"{'id': None, 'name': 'Yahoo.com'}",Ford expands partnership talks with VW and Mahindra to cut costs,https://www.yahoo.com/news/ford-expands-partnership-talks-vw-mahindra-cut-costs-133632237--sector.html,https://s.yimg.com/uu/api/res/1.2/vUA2w2QNmNs9OmnCaV0ULw--~B/aD0zMzg7dz00NTA7c209MTthcHBpZD15dGFjaHlvbg--/http://media.zenfs.com/en_us/News/Reuters/2018-09-26T142130Z_2_LYNXNPEE8P1C5_RTROPTP_2_AUTOSHOW-DETROIT.JPG
7.0,-0.9999998571428775,0.0,0.13999999720000006,Adrienne Roberts,"Several major auto makers reported steep declines in U.S. sales for September, a slowdown that comes amid shifts in North American trade policy and the looming threat of tariffs on European and Japanese auto imports. The industry is expected to post a 7% drop… [+1718 chars]","Several major auto makers report steep declines in U.S. sales for September, a slowdown that comes amid shifts in North American trade policy and the looming threat of tariffs on European and Japanese auto imports.",2018-10-02T19:28:33Z,"{'id': None, 'name': 'Marketwatch.com'}","Auto sales sputter in September amid rising interest rates, trade concerns",https://www.marketwatch.com/story/auto-sales-sputter-in-september-amid-rising-interest-rates-trade-concerns-2018-10-02-151032833,http://s.marketwatch.com/public/resources/MWimages/MW-GR060_autosa_ZG_20181002152516.jpg
0.0,0.0,0.0,0.0,Steph Willems,"As former treasurer of Ford Motor Company, Schloss probably doesn’t look at that dark period a decade ago with much fondness. It was a rough time, as he, Chief Financial Officer Lewis Booth, and CEO Alan Mulally (among others) attempted to guide their ship th… [+3060 chars]","As former treasurer of Ford Motor Company, Schloss probably doesn’t look at that dark period a decade ago with much fondness. It was a rough time, as he, Chief Financial Officer Lewis Booth, and CEO Alan Mulally (among others) attempted to guide their ship th…",2018-09-20T18:25:02Z,"{'id': None, 'name': 'Thetruthaboutcars.com'}","Neil Schloss, One of Ford’s Financial Saviors, Announces Retirement",https://www.thetruthaboutcars.com/2018/09/neil-schloss-one-of-fords-financial-saviors-announces-retirement/,https://www.thetruthaboutcars.com/wp-content/uploads/2014/02/FordGlassHouse-550x418.jpg
1.0,-0.9999990000010001,0.0,0.027027026296566857,Reuters Editorial,"(Reuters) - Ford Motor Co ( F.N ) Chief Executive Officer James Hackett said on Wednesday that metal tariffs cost the carmaker $1 billion. Hackett, speaking at the Bloomberg business forum conference in New York City, said the tariffs were very negative to th… [+260 chars]",Ford Motor Co Chief Executive Officer James Hackett said on Wednesday that metal tariffs cost the carmaker $1 billion.US,2018-09-26T14:26:16Z,"{'id': 'reuters', 'name': 'Reuters'}",Ford CEO says metal tariffs cost company $1 billion,https://www.reuters.com/article/us-ford-motor-tariffs/ford-ceo-says-metal-tariffs-cost-company-1-billion-idUSKCN1M61ZN,https://s3.reutersmedia.net/resources/r/?m=02&d=20180926&t=2&i=1308405245&w=1200&r=LYNXNPEE8P1GO
2.0,-0.33333322222225925,1.0,0.0937499970703126,Melissa Burden,"Ford Motor Co.'s U.S. light-vehicle sales sank 11 percent to 196,496 in September. The automaker cited a tough year-over-year comparison because of strong demand a year ago in the aftermath of Hurricane Harvey and also said sales slowed last month due to Hurr… [+2157 chars]","Ford Motor Co.'s U.S. light-vehicle sales sank 11 percent to 196,496 in September.",2018-10-02T18:52:20Z,"{'id': None, 'name': 'Autonews.com'}",Ford F-series snaps 16-month positive streak,http://www.autonews.com/article/20181002/RETAIL01/181009880/ford-september-us-sales,http://www.autonews.com/apps/pbcsi.dll/storyimage/CA/20181002/RETAIL01/181009880/AR/0/AR-181009880.jpg
0.0,0.0,0.0,0.0,"Fay Abuelgasim, SUZAN FRASER and JON GAMBRELL / AP","(ISTANBUL) — Turkey and Saudi Arabia are expected to conduct a joint “inspection” on Monday of the Saudi Consulate in Istanbul, where Saudi journalist Jamal Khashoggi went missing nearly two weeks ago, Turkish authorities said. The announcement from an offici… [+6038 chars]","Turkey and Saudi Arabia will conduct a joint ""inspection"" of the Saudi Consulate in Istanbul, where journalist Jamal Khashoggi went missing",2018-10-15T14:49:43Z,"{'id': 'time', 'name': 'Time'}",Turkey and Saudi Arabia to Conduct a Joint ‘Inspection’ of the Consulate Where Journalist Jamal Khashoggi Went Missing,http://time.com/5424750/turkey-saudi-arabia-consulate-inspection/,https://timedotcom.files.wordpress.com/2018/10/saudi-arabia-turkey-consulate-inspection.jpg?quality=85
4.0,-0.9999997500000625,0.0,0.07692307544378701,,(Bloomberg) -- Jamie Dimon became the latest corporate leader to drop out of Saudi Arabias Davos in the Desert event in the wake of the mysterious disappearance of a prominent government critic in Turkey. The chief executive officer of JPMorgan Chase &amp; Co… [+5129 chars],"The chief executive officer of JPMorgan Chase & Co., the biggest U.S. bank, won’t attend the conference, bank spokesman Joe Evangelisti wrote in an emailed statement. Turkish officials allege Jamal Khashoggi, a Washington Post columnist who lived in self-impo…",2018-10-15T02:42:55Z,"{'id': None, 'name': 'Yahoo.com'}",JPMorgan's Dimon Is Latest to Shun Saudi Investment Conference,https://www.yahoo.com/news/jpmorgan-ceo-dimon-drops-saudi-233800368.html,https://s.yimg.com/uu/api/res/1.2/GdAQA78zURJ2HHN1011vcQ--~B/aD0xMzMzO3c9MjAwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/homerun/bloomberg_politics_602/a9c9e5ed962d403c601f528b0a38b69c
8.0,-0.7777776913580343,1.0,0.21951218976799539,JON GAMBRELL / AP,"(DUBAI, United Arab Emirates) — Saudi Arabia has threatened to retaliate for any sanctions imposed against it after President Donald Trump said the oil-rich kingdom deserves “severe punishment” if it is responsible for the disappearance and suspected murder o… [+5551 chars]",Turkish officials say they fear a Saudi hit team killed and dismembered Jamal Khashoggi,2018-10-15T09:28:34Z,"{'id': 'time', 'name': 'Time'}",Saudi Arabia Threatens ‘Greater Action’ If Riyadh Is Punished Over Writer’s Disappearance,http://time.com/5424524/saudi-arabia-jamal-khashoggi-sanctions/,https://timedotcom.files.wordpress.com/2018/10/gettyimages-1047989918.jpg?quality=85
